"varname_orig","varname","varnum","form"
"NA","Striate",2802,"NA"
"NA","Syncolpate",2803,"NA"
"NA","Tetracolporate",2804,"NA"
"NA","Prosopis-type",2805,"NA"
"NA","Ephedra lisse",2806,"NA"
"NA","Ephedra non-lisse",2807,"NA"
"NA","cf Combretum",2808,"NA"
"NA","Hygrophylla",2809,"NA"
"NA","Aerva javanica",2810,"NA"
"NA","Pupalia lappacea-type",2811,"NA"
"NA","Aerva lanata",2812,"NA"
"NA","Arnebia",2813,"N"
"NA","Boraginaceae indt",2814,"NA"
"NA","Symphytum-type",2815,"N"
"NA","Trichodesma-type",2816,"NA"
"NA","Cleome usambarica-type",2817,"NA"
"NA","Dipterygium",2818,"NA"
"Celosia argentea-type","Celosia argentea-type",2819,"N"
"NA","Cheno-Am",2820,"NA"
"NA","Suaeda-type",2821,"Upland Herbs"
"NA","Compositae tubuliflorae a longues epine",2822,"NA"
"NA","Atractylis",2823,"Upland Herbs"
"NA","Vernonia perrotettii",2824,"NA"
"NA","Convolvulus",2825,"Upland Herbs"
"NA","Andrachne",2826,"N"
"NA","Enicostema-type",2827,"NA"
"NA","Monsonia",2828,"N"
"NA","Labiatae-type 6",2829,"NA"
"NA","Nyctagynaceae",2830,"NA"
"NA","Cistanche",2831,"N"
"NA","Lotus arabicus",2832,"NA"
"NA","Ruppia",2833,"Aquatic Vascular Plants"
"NA","Pimpinella anisum-type",2834,"N"
"NA","Spore monolete",2835,"NA"
"NA","Spore trilete",2836,"NA"
"NA","Sapotaceae-type 4",2837,"NA"
"NA","cf Celastraceae",2838,"NA"
"NA","Monocotyledonae undiff.",2839,"NA"
"NA","Moltkiopsis",2840,"NA"
"NA","Caryophyllaceae undif.",2841,"NA"
"NA","Centaurea sinaica-type",2842,"NA"
"NA","Centaurea/Tarchonanthus",2843,"I"
"NA","Asteraceae liguliflorae",2844,"NA"
"NA","Asteraceae tubuliflorae",2845,"NA"
"NA","Asteraceae tubuliflorae a longues epine",2846,"NA"
"NA","Cynomorium",2847,"NA"
"NA","cf. Ricinus",2848,"NA"
"NA","Salvia-type",2849,"N"
"NA","Linum tenuifolium-type",2850,"N"
"NA","Nyctagynaceae undiff.",2851,"NA"
"NA","Papilionaceae undiff.",2852,"NA"
"NA","Anacardium",2853,"Trees and Shrubs"
"NA","Maytenus-type",2854,"NA"
"NA","Olea africana-type",2855,"NA"
"Ixoratype brachypoda","Ixora brachypoda-type",2856,"A"
"NA","Zaleya-type",2857,"NA"
"Heliotropium strigosum-type","Heliotropium strigosum-type",2858,"N"
"NA","Moltiokpsis-type",2859,"NA"
"NA","Commelina forskalei-type",2860,"NA"
"Centaurea perrotettii","Centaurea perrotettii",2861,"N"
"NA","Euphorbia grande taille",2862,"NA"
"NA","Euphorbia petite taille",2863,"NA"
"Calligonum polygonoides","Calligonum polygonoides",2864,"A"
"NA","Teucrium-type",2865,"Upland Herbs"
"Cocculus pendulus-type","Cocculus pendulus-type",2866,"L"
"Aeschynomene afraspera-type","Aeschynomene afraspera-type",2867,"A"
"Sesbania sesban","Sesbania sesban",2868,"A"
"NA","Potamogeton-type",2869,"Aquatic Vascular Plants"
"NA","Pseudospondias microcarpa",2870,"NA"
"NA","Sorindeia juglandifolia",2871,"NA"
"NA","Kedrostis-type",2872,"NA"
"NA","Picralima-type",2873,"NA"
"Myrianthus-type","Myrianthus-type",2874,"A"
"NA","Desmodium-type repandum",2875,"NA"
"NA","Oricia",2876,"NA"
"NA","Baissea",2877,"NA"
"NA","Celastrus-type",2878,"NA"
"NA","Cocos nucifera-type",2879,"NA"
"Coffea","Coffea",2880,"A"
"NA","Cressa-type",2881,"NA"
"NA","Cryptosepalum-type",2882,"NA"
"NA","Dichostema glaucescens-type",2883,"NA"
"Didelotia-type","Didelotia-type",2884,"A"
"NA","Distemonanthus benthamianus-type",2885,"NA"
"NA","Entada gigas",2886,"NA"
"NA","Erythroxylum-type",2887,"NA"
"Leptonychia","Leptonychia",2888,"A"
"NA","Morinda lucida",2889,"NA"
"Octolobus","Octolobus",2890,"A"
"NA","Oxystigma",2891,"NA"
"NA","Pentabrachion-type",2892,"NA"
"NA","Piptadeniastrum",2893,"NA"
"NA","Plagiostyles-type",2894,"NA"
"Pleiocarpa","Pleiocarpa",2895,"A"
"Pleurostylia","Pleurostylia",2896,"A"
"NA","Rhus longipes-type",2897,"NA"
"NA","Ricinus communis-type",2898,"NA"
"NA","Theccacoris g",2899,"NA"
"Ocimum-type","Ocimum-type",2900,"I"
"NA","Capparis tomentosa",2901,"NA"
"NA","Pteridophytes (monolete)",2902,"NA"
"NA","Hewittia sublobata",2903,"NA"
"NA","Asystasia gangetica",2904,"NA"
"NA","Nymphaea lotus",2905,"NA"
"NA","Enicostema",2906,"N"
"NA","Fraxinus ornus-type",2907,"A"
"NA","Mitriostigma",2908,"A"
"Pouchetia","Pouchetia",2909,"A"
"NA","Spondias-type",2910,"Trees and Shrubs"
"NA","Chrysophyllum-type bangweolense",2995,"A"
"NA","Cleome-type brachycarpa",2996,"N"
"NA","Eucalyptus/Syzygium",2997,"A"
"NA","Neoboutonia-type macrocalyx",2999,"A"
"NA","Vepris-type trichocarpa",3005,"A"
"Phyllanthus-type maderaspatensis","Phyllanthus-type maderaspatensis",3016,"N"
"NA","Castanea",3042,"A"
"NA","Paeonia",3074,"I"
"NA","Platanus",3078,"A"
"NA","Syringa",3089,"A"
"NA","Zelkova",3094,"A"
"NA","Caperonia",3100,"Q"
"NA","Faurea/Protea",3117,"A"
"NA","Hildebrandtia-type obcordata",3142,"A"
"Other","Other",3179,"O"
"NA","Dennstaedtia",3194,"F"
"Guibourtia","Guibourtia",3203,"A"
"NA","Reboulia",3216,"Y"
"NA","Aesculus",3223,"A"
"NA","Smyrnium",3260,"N"
"NA","Tordylium",3261,"N"
"NA","Ferula",3263,"N"
"NA","Peucedanum",3266,"N"
"NA","Hyoscyamus",3278,"N"
"NA","Nerium oleander",3339,"A"
"NA","Microsorium punctatum",3371,"F"
"Nucularia perrini","Nucularia perrini",3372,"A"
"Oleaceae undiff.","Oleaceae undiff.",3373,"C"
"NA","Plantago amplexicaulis-type",3374,"N"
"NA","Plumbaginaceae undiff.",3375,"I"
"Salvadoraceae undiff.","Salvadoraceae undiff.",3376,"A"
"Ambrosia-type maritima","Ambrosia-type maritima",3379,"N"
"NA","Arenaria-type",3382,"N"
"NA","Bellis-type",3385,"N"
"NA","Carex-type",3386,"N"
"NA","Centaurea-type nigra",3387,"N"
"NA","Cirsium",3388,"N"
"NA","Cornulaca monacantha-type",3392,"N"
"NA","Cuscuta-type",3393,"H"
"Cynoglossum-type","Cynoglossum-type",3394,"N"
"NA","Daucus-type",3396,"N"
"NA","Inula-type",3404,"N"
"NA","Lavandula-type",3405,"N"
"NA","Mentha-type",3410,"N"
"Moltkiopsis ciliata","Moltkiopsis ciliata",3411,"A"
"NA","Neurada procumbens",3413,"N"
"NA","Papaver",3416,"N"
"NA","Pluchea",3417,"I"
"NA","Populus",3419,"A"
"NA","Rhus-type tripartita",3422,"A"
"NA","Sanguisorba",3424,"N"
"NA","Scirpus",3426,"N"
"NA","Sedum",3428,"N"
"NA","Silene-type",3429,"N"
"NA","Spergula-type",3430,"N"
"Tribulus terrestris-type","Tribulus terrestris-type",3431,"N"
"Typha domingensis-type","Typha domingensis-type",3432,"Q"
"NA","Typha minima-type",3433,"Q"
"NA","Ulex-type",3434,"A"
"NA","Valerianaceae undiff.",3437,"N"
"NA","Vicia-type",3438,"H"
"NA","Acacia senegal-type",3441,"A"
"NA","Carpinus orientalis-type",3443,"A"
"Combretum-type","Combretum-type",3444,"C"
"Cressa-type cretica","Cressa-type cretica",3446,"N"
"NA","Limonium-type humile",3450,"N"
"NA","Ornithogalum-type",3451,"N"
"NA","Plantago afra-type",3452,"N"
"NA","Rhamnus-type",3453,"A"
"NA","Rosaceae undiff.",3455,"I"
"NA","Warionia-type",3459,"A"
"NA","Ranunculus-type",3462,"N"
"NA","Stachys-type",3465,"N"
"Cassine","Cassine",3499,"C"
"Bryophyta undiff.","Bryophyta undiff.",3516,"Y"
"Lycopodiaceae undiff.","Lycopodiaceae undiff.",3517,"F"
"NA","Lycopodiella cernua-type",3518,"F"
"NA","Lycopodium strictum-type",3519,"F"
"NA","Actiniopteris radiata-type",3520,"F"
"NA","Cheilanthes",3521,"F"
"NA","Gymnopteris",3522,"F"
"NA","Pellaea",3523,"F"
"NA","Aspidiaceae undiff.",3524,"F"
"NA","Asplenium",3525,"F"
"NA","Asplenium aethiopicum-type",3526,"F"
"NA","Cyathea manniana-type",3527,"F"
"NA","Davalliaceae undiff.",3528,"F"
"NA","Davallia-type",3529,"F"
"NA","Grammitis",3533,"F"
"Nephrolepis-type","Nephrolepis-type",3534,"F"
"NA","Ophioglossaceae undiff.",3536,"F"
"NA","Osmundaceae undiff.",3537,"F"
"Polypodiaceae undiff.","Polypodiaceae undiff.",3540,"F"
"Polypodium-type polypodioides","Polypodium-type polypodioides",3541,"F"
"NA","Pteridium-type",3542,"F"
"NA","Pteris-type catoptera",3543,"F"
"NA","Pteris-type dentata",3544,"F"
"NA","Pteris-type marginata",3545,"F"
"NA","Anemia-type",3546,"F"
"NA","Mohria-type",3548,"F"
"NA","Schizaea",3549,"F"
"NA","Picea orientalis-type",3552,"A"
"NA","Acanthus-type pubescens",3553,"A"
"NA","Dicliptera/Hypoestes",3554,"I"
"NA","Dicliptera-type",3555,"N"
"NA","Duosperma",3556,"C"
"NA","Hypoestes/Peristrophe",3557,"I"
"NA","Justicia-type caerulea",3558,"N"
"NA","Monechma-type",3559,"I"
"NA","Monechma-type ciliatum",3560,"N"
"Nelsonia canescens","Nelsonia canescens",3561,"N"
"NA","Peristrophe-type paniculata",3562,"N"
"NA","Agavaceae undiff.",3563,"I"
"NA","Aizoon canariense-type",3564,"N"
"NA","Drosanthemum-type",3565,"N"
"NA","Limeum viscosum-type",3567,"N"
"Mesembryanthemum","Mesembryanthemum",3568,"N"
"NA","Telephium oligospermum",3569,"N"
"Zaleya-type pentandra","Zaleya-type pentandra",3570,"N"
"NA","Aizoaceae/Caryophyllaceae undiff.",3571,"I"
"NA","Alismataceae undiff.",3572,"Q"
"Burnatia enneandra","Burnatia enneandra",3573,"Q"
"NA","Ranalisma-type humile",3574,"Q"
"NA","Sagittaria-type guayanensis",3575,"Q"
"NA","Allium",3576,"N"
"NA","Tulbaghia",3577,"N"
"Amaranthaceae undiff.","Amaranthaceae undiff.",3578,"I"
"NA","Centemopsis-type",3579,"N"
"NA","Centrostachys-type aquatica",3580,"Q"
"NA","Amaranthaceae/Chenopodiaceae/Caryophyllaceae undiff.",3581,"I"
"NA","Amaryllidaceae undiff.",3582,"N"
"Crinum natans-type","Crinum natans-type",3583,"Q"
"Scadoxus-type","Scadoxus-type",3585,"N"
"Anacardium occidentale","Anacardium occidentale",3586,"A"
"NA","Lannea-type acida",3587,"A"
"NA","Operculicarya-type",3588,"A"
"Pistacia lentiscus-type","Pistacia lentiscus-type",3590,"A"
"NA","Poupartia-type",3591,"A"
"Pseudospondias-type microcarpa","Pseudospondias-type microcarpa",3592,"A"
"Rhus-type longipes","Rhus-type longipes",3593,"A"
"NA","Rhus-type natalensis",3594,"A"
"NA","Sclerocarya-type",3595,"A"
"NA","Sclerocarya-type birrea",3596,"A"
"NA","Sclerocarya-type birrea ssp. caffra",3597,"A"
"Sorindeia-type juglandifolia","Sorindeia-type juglandifolia",3598,"A"
"Spondias monbin-type","Spondias monbin-type",3599,"A"
"NA","Trichoscypha-type oba",3600,"A"
"NA","Anopyxis klaineana",3601,"A"
"NA","Aethusa cynapium",3602,"N"
"NA","Bifora",3603,"N"
"NA","Heliosciadium nodiflorum",3604,"N"
"NA","Hydrocotyle ranunculoides-type",3605,"Q"
"NA","Meum athamanticum",3606,"N"
"Adenium obesum-type","Adenium obesum-type",3607,"A"
"Carissa edulis-type","Carissa edulis-type",3608,"A"
"Holarrhena-type","Holarrhena-type",3609,"A"
"Picralima-type nitida","Picralima-type nitida",3610,"A"
"NA","Rauvolfia caffra-type",3611,"A"
"Araceae undiff.","Araceae undiff.",3613,"N"
"NA","Cercestis-type congoensis",3614,"N"
"Lasiomorpha-type senegalensis","Lasiomorpha-type senegalensis",3616,"N"
"Cussonia arborea-type","Cussonia arborea-type",3617,"A"
"NA","Schefflera barteri-type",3618,"C"
"NA","Schefflera volkensii-type",3619,"C"
"Secamone-type afzelii","Secamone-type afzelii",3621,"C"
"NA","Asphodelaceae undiff.",3622,"N"
"NA","Kniphofia-type",3623,"N"
"NA","Heliantheae undiff.",3624,"I"
"NA","Anthemideae undiff.",3625,"I"
"NA","Atractylis-type",3626,"N"
"NA","Bidens-type",3627,"I"
"NA","Brachylaena-type",3628,"A"
"NA","Centaurea-type jacea",3629,"N"
"Centaurea-type perrottetii","Centaurea-type perrottetii",3630,"N"
"NA","Centaurea-type scabiosa",3631,"N"
"NA","Centaurea-type sinaica",3632,"N"
"NA","Cotula-type",3633,"N"
"NA","Cotula-type anthemoides",3634,"N"
"NA","Crassocephalum-type",3635,"I"
"NA","Cynareae undiff.",3636,"N"
"NA","Echinops spinosus-type",3637,"N"
"NA","Inuleae undiff.",3639,"I"
"NA","Launaea-type",3640,"N"
"NA","Launaea-type taraxacifolia",3641,"N"
"NA","Mutisieae undiff.",3642,"I"
"NA","Pentzia monodiana-type",3643,"N"
"NA","Pulicaria",3644,"I"
"NA","Senecioneae undiff.",3645,"I"
"NA","Tarchonanthus/Brachylaena",3646,"A"
"NA","Tarchonanthus-type",3647,"A"
"Vernonia-type galamensis","Vernonia-type galamensis",3648,"N"
"NA","Vernonia-type schimperi",3649,"A"
"NA","Balanophora abbreviata",3650,"N"
"Cynomorium coccineum","Cynomorium coccineum",3651,"N"
"NA","Begonia meyeri-johannis-type",3652,"H"
"Alnus glutinosa-type","Alnus glutinosa-type",3653,"A"
"NA","Betula/Carpinus",3654,"A"
"NA","Betulaceae/Corylaceae undiff.",3656,"A"
"NA","Bignoniaceae undiff.",3657,"C"
"NA","Kigelia africana",3658,"A"
"Stereospermum-type","Stereospermum-type",3659,"A"
"Bombacaceae undiff.","Bombacaceae undiff.",3661,"A"
"NA","Asperugo procumbens",3662,"N"
"NA","Borago officinalis",3663,"N"
"NA","Echium plantagineum-type",3664,"N"
"NA","Ehretia cymosa-type",3665,"A"
"Heliotropium indicum-type","Heliotropium indicum-type",3666,"N"
"NA","Heliotropium luteum-type",3667,"N"
"NA","Lithospermum afromontanum",3668,"N"
"NA","Trichodesma africanum-type",3669,"N"
"Farsetia","Farsetia",3670,"I"
"NA","Subularia monticola",3671,"N"
"NA","Zilla spinosa",3672,"N"
"NA","Bruniaceae undiff.",3673,"A"
"Boswellia-type","Boswellia-type",3674,"A"
"NA","Commiphora madagascarensis-type",3675,"A"
"NA","Buxus madagascarica-type",3676,"A"
"Bauhinia rufescens-type","Bauhinia rufescens-type",3677,"A"
"NA","Caesalpinia/Haematoxylon",3678,"C"
"Cassia-type occidentalis","Cassia-type occidentalis",3679,"N"
"NA","Cassia-type singueana",3680,"A"
"NA","Ceratonia oreothauma",3681,"A"
"NA","Cercis siliquastrum-type",3682,"A"
"NA","Copaifera-type salikounda",3683,"A"
"NA","Crudia-type klainei",3684,"A"
"NA","Delonix elata-type",3685,"A"
"Dialium guineense-type","Dialium guineense-type",3686,"A"
"Distemonanthus benthamianus","Distemonanthus benthamianus",3687,"A"
"NA","Duparquetia orchidacea",3688,"C"
"Gilbertiodendron-type","Gilbertiodendron-type",3689,"A"
"Guibourtia demeusei-type","Guibourtia demeusei-type",3690,"A"
"Hymenostegia-type pellegrinii","Hymenostegia-type pellegrinii",3691,"A"
"NA","Julbernardia-type",3692,"A"
"NA","Julbernardia-type seretii",3693,"A"
"Leonardoxa","Leonardoxa",3694,"A"
"Monopetalanthus-type","Monopetalanthus-type",3695,"A"
"Oxystigma-type","Oxystigma-type",3696,"A"
"NA","Paramacrolobium coeruleum",3697,"A"
"NA","Peltophorum africanum",3698,"A"
"Piliostigma reticulatum-type","Piliostigma reticulatum-type",3699,"A"
"NA","Piliostigma thonningii-type",3700,"A"
"NA","Scorodophloeus-type zenkeri",3701,"A"
"NA","Sindora klaineana",3702,"A"
"Tamarindus-type indica","Tamarindus-type indica",3703,"A"
"Campanulaceae undiff.","Campanulaceae undiff.",3704,"I"
"Wahlenbergia-type","Wahlenbergia-type",3705,"I"
"NA","Cannabis sativa",3706,"N"
"NA","Boscia-type angustifolia",3707,"A"
"NA","Boscia-type senegalensis",3708,"A"
"Cadaba-type","Cadaba-type",3709,"A"
"NA","Cadaba-type farinosa",3710,"A"
"NA","Cadaba-type glandulosa",3711,"A"
"NA","Capparis decidua-type",3712,"A"
"NA","Capparis erythrocarpos-type",3713,"C"
"NA","Capparis sepiaria-type",3714,"C"
"NA","Cleome-type arabica",3715,"N"
"NA","Cleome-type chrysantha",3716,"N"
"Cleome-type gynandra","Cleome-type gynandra",3717,"N"
"NA","Cleome-type monophylla",3718,"N"
"NA","Cleome-type parvipetala",3719,"N"
"Cleome-type rutidosperma","Cleome-type rutidosperma",3720,"N"
"NA","Cleome-type scaposa",3721,"N"
"NA","Cleome-type usambarica",3722,"N"
"NA","Crateva adansonii",3723,"A"
"NA","Dipterygium-type glaucum",3724,"N"
"NA","Maerua-type crassifolia",3725,"A"
"NA","Ritchiea-type",3726,"C"
"NA","Drymaria",3727,"N"
"NA","Gymnocarpos decandrum",3728,"A"
"NA","Gypsophila montana",3729,"N"
"Polycarpon-type prostratum","Polycarpon-type prostratum",3730,"N"
"NA","Sclerocephalus arabicus",3731,"N"
"NA","Silene-type lynesii",3732,"N"
"Caryophyllaceae/Chenopodiaceae undiff.","Caryophyllaceae/Chenopodiaceae undiff.",3733,"I"
"NA","Caryophyllaceae/Chenopodiaceae/Amaranthaceae undiff.",3734,"I"
"Casuarina equisetifolia-type","Casuarina equisetifolia-type",3735,"A"
"NA","Catha-type edulis",3736,"A"
"Maytenus senegalensis-type","Maytenus senegalensis-type",3737,"A"
"NA","Cornulaca/Beta",3738,"N"
"NA","Polycnemum",3739,"N"
"NA","Ascarina coursii",3740,"A"
"NA","Chrysobalanaceae undiff.",3741,"A"
"Chrysobalanus icaco/Parinari","Chrysobalanus icaco/Parinari",3742,"A"
"Chrysobalanus-type icaco","Chrysobalanus-type icaco",3743,"A"
"NA","Cistaceae undiff.",3744,"I"
"Clusiaceae undiff.","Clusiaceae undiff.",3746,"A"
"Pentadesma butyracea-type","Pentadesma butyracea-type",3747,"A"
"NA","Colchicaceae undiff.",3748,"N"
"Anogeissus-type leiocarpus","Anogeissus-type leiocarpus",3749,"A"
"NA","Combretum-type glutinosum",3750,"A"
"NA","Combretum-type paniculatum",3751,"C"
"Combretaceae/Melastomataceae undiff.","Combretaceae/Melastomataceae undiff.",3753,"I"
"Aneilema-type","Aneilema-type",3754,"N"
"Commelinaceae undiff.","Commelinaceae undiff.",3755,"N"
"NA","Floscopa-type",3756,"N"
"Cnestis-type ferruginea","Cnestis-type ferruginea",3757,"C"
"Connaraceae undiff.","Connaraceae undiff.",3758,"C"
"Hewittia-type scandens","Hewittia-type scandens",3759,"N"
"NA","Hildebrandtia-type",3760,"A"
"NA","Carpinus betulus-type",3761,"A"
"NA","Ostrya/Carpinus orientalis-type",3762,"A"
"NA","Crassula alba-type",3763,"N"
"NA","Crassula hedbergii-type",3764,"N"
"NA","Crassulaceae undiff.",3765,"N"
"NA","Coccinia grandis-type",3766,"H"
"NA","Cucumis dipsaceus-type",3767,"H"
"NA","Kedrostis foetidissima-type",3768,"H"
"NA","Luffa-type",3769,"H"
"Callitris quadrivalvis-type","Callitris quadrivalvis-type",3770,"A"
"Cupressaceae undiff.","Cupressaceae undiff.",3771,"A"
"Cupressus-type","Cupressus-type",3772,"A"
"Cupressus-type dupreziana","Cupressus-type dupreziana",3773,"A"
"NA","Cupressus-type lusitanica",3774,"A"
"NA","Juniperus-type excelsa",3775,"A"
"Juniperus-type phoenicea","Juniperus-type phoenicea",3776,"A"
"NA","Juniperus-type procera",3777,"A"
"NA","Tetraclinis articulata",3778,"A"
"NA","Widdringtonia-type",3779,"A"
"NA","Cyperus-type",3780,"N"
"NA","Cyperus-type conglomeratus",3781,"N"
"NA","Tapura fischeri-type",3782,"A"
"NA","Decarya madagascariensis",3783,"A"
"NA","Dipsacaceae undiff.",3784,"N"
"NA","Dipsacus pinnatifidus-type",3785,"N"
"NA","Pterocephalus-type fructescens",3786,"N"
"NA","Droseraceae undiff.",3787,"N"
"NA","Diospyros mespiliformis-type",3788,"A"
"NA","Elaeocarpaceae undiff.",3789,"A"
"NA","Ephedra alata-type",3790,"A"
"NA","Erica-type",3791,"A"
"NA","Erica-type arborea",3792,"A"
"NA","Erica-type comorensis",3793,"A"
"NA","Eriocaulaceae undiff.",3794,"Q"
"NA","Erythroxylaceae undiff.",3795,"A"
"NA","Acalypha ciliata-type",3796,"N"
"Acalypha crenata-type","Acalypha crenata-type",3797,"N"
"Anthostema-type senegalense","Anthostema-type senegalense",3799,"A"
"Antidesma-type venosum","Antidesma-type venosum",3800,"A"
"Caperonia serrata-type","Caperonia serrata-type",3801,"Q"
"NA","Chaetocarpus africanus",3802,"A"
"Chrozophora brocchiana-type","Chrozophora brocchiana-type",3803,"N"
"Croton/Jatropha","Croton/Jatropha",3804,"I"
"Croton/Neoboutonia","Croton/Neoboutonia",3805,"I"
"NA","Croton-type macrostachyus",3806,"A"
"Cyttaranthus congolensis","Cyttaranthus congolensis",3807,"A"
"Dichostemma-type glaucescens","Dichostemma-type glaucescens",3808,"A"
"NA","Drypetes-type molunduana",3809,"A"
"Erythrococca-type africana","Erythrococca-type africana",3810,"A"
"Euphorbia-type acalyphoides","Euphorbia-type acalyphoides",3811,"N"
"Euphorbia-type indica","Euphorbia-type indica",3812,"N"
"NA","Euphorbia-type terracina",3813,"N"
"NA","Excoecaria-type",3814,"A"
"Flueggea","Flueggea",3815,"A"
"Flueggea virosa-type","Flueggea virosa-type",3816,"A"
"NA","Givotia gosai/Jatropha",3817,"I"
"NA","Jatropha-type pelargoniifolia",3818,"A"
"NA","Lingelsheimia fructescens",3819,"A"
"NA","Macaranga-type capensis",3820,"A"
"NA","Macaranga-type monandra",3821,"A"
"Mallotus-type oppositifolius","Mallotus-type oppositifolius",3822,"A"
"Micrococca-type","Micrococca-type",3823,"I"
"Pentabrachion-type reticulatum","Pentabrachion-type reticulatum",3824,"A"
"NA","Phyllanthus-type engleri",3825,"A"
"NA","Phyllanthus-type leucanthus",3826,"N"
"Plagiostyles-type africana","Plagiostyles-type africana",3827,"A"
"NA","Pseudolachnostylis-type maprouneifolia",3828,"A"
"NA","Spirostachys-type",3829,"A"
"NA","Synadenium grantii-type",3830,"A"
"NA","Tetracarpidium conophorum",3831,"C"
"NA","Tetrorchidium congolense-type",3832,"A"
"NA","Tragia-type",3833,"I"
"Uapaca staudtii-type","Uapaca staudtii-type",3834,"A"
"NA","Aeschynomene baumii-type",3837,"A"
"NA","Aeschynomene elaphroxylon-type",3838,"A"
"Angylocalyx-type","Angylocalyx-type",3839,"A"
"NA","Astragalus gombiformis-type",3840,"N"
"NA","Calpurnia aurea",3841,"A"
"Centrosema-type","Centrosema-type",3842,"N"
"Desmodium repandum-type","Desmodium repandum-type",3843,"I"
"NA","Erythrina abyssinica-type",3844,"A"
"NA","Genista-type",3845,"A"
"NA","Indigofera schimperi-type",3846,"A"
"Lonchocarpus sericeus-type","Lonchocarpus sericeus-type",3847,"A"
"NA","Medicago laciniata",3848,"N"
"Millettia-type","Millettia-type",3849,"C"
"NA","Onobrychis-type",3850,"N"
"NA","Pericopsis",3851,"A"
"NA","Platycelyphium voense",3852,"A"
"NA","Psoralea",3853,"I"
"NA","Pterocarpus-type lucens",3854,"A"
"NA","Sesbania pachycarpa-type",3855,"Q"
"NA","Smithia elliotii-type",3856,"N"
"NA","Stylosanthes",3857,"N"
"NA","Stylosanthes fruticosa-type",3858,"N"
"NA","Tephrosia uniflora-type",3859,"N"
"NA","Fagaceae undiff.",3860,"A"
"NA","Aphloia theiformis",3861,"A"
"Caloncoba-type","Caloncoba-type",3862,"A"
"Flacourtiaceae undiff.","Flacourtiaceae undiff.",3863,"A"
"Oncoba","Oncoba",3865,"A"
"Gentianaceae undiff.","Gentianaceae undiff.",3866,"I"
"NA","Sebaea brachyphylla-type",3867,"N"
"NA","Swertia abyssinica-type",3868,"N"
"NA","Swertia-type",3869,"H"
"NA","Globularia arabica",3870,"A"
"Trichocladus","Trichocladus",3871,"A"
"Hippocrateaceae undiff.","Hippocrateaceae undiff.",3872,"C"
"NA","Hua gaboni",3873,"A"
"NA","Drimia",3874,"N"
"NA","Drimiopsis",3875,"N"
"NA","Hyacinthaceae undiff.",3876,"N"
"Hydrocharitaceae undiff.","Hydrocharitaceae undiff.",3877,"Q"
"NA","Ottelia-type",3878,"Q"
"NA","Hymenocardia ulmoides-type",3879,"C"
"NA","Hymenocardia/Chaetacme aristata",3880,"A"
"NA","Hypericaceae undiff.",3881,"I"
"Curculigo","Curculigo",3882,"N"
"Icacinaceae undiff.","Icacinaceae undiff.",3883,"C"
"NA","Icacina-type",3884,"C"
"NA","Iridaceae undiff.",3885,"N"
"Irvingiaceae undiff.","Irvingiaceae undiff.",3886,"A"
"Klainedoxa-type","Klainedoxa-type",3887,"A"
"NA","Juglandaceae undiff.",3888,"A"
"NA","Pterocarya fraxinifolia-type",3889,"A"
"NA","Juncaceae undiff.",3890,"N"
"Hemizygia bracteosa-type","Hemizygia bracteosa-type",3891,"N"
"Hyptis pectinata-type","Hyptis pectinata-type",3892,"N"
"NA","Plectranthus-type",3893,"I"
"NA","Solenostemon-type",3894,"N"
"NA","Lauraceae undiff.",3895,"A"
"NA","Barringtonia-type",3896,"A"
"Napoleonaea-type","Napoleonaea-type",3897,"A"
"Petersianthus-type macrocarpus","Petersianthus-type macrocarpus",3898,"A"
"Leguminosae undiff.","Leguminosae undiff.",3899,"I"
"NA","Lemnaceae undiff.",3900,"Q"
"NA","Wolffia",3901,"Q"
"NA","Lentibulariaceae undiff.",3902,"N"
"Hugonia platysepala-type","Hugonia platysepala-type",3903,"C"
"NA","Linaceae undiff.",3904,"I"
"NA","Anthocleista grandiflora-type",3905,"A"
"NA","Buddleja",3906,"A"
"NA","Loganiaceae undiff.",3907,"C"
"NA","Nuxia-type floribunda",3908,"A"
"Loganiaceae/Salvadoraceae undiff.","Loganiaceae/Salvadoraceae undiff.",3909,"C"
"Loranthaceae undiff.","Loranthaceae undiff.",3910,"B"
"NA","Ammannia-type prieureana",3911,"Q"
"Lythraceae undiff.","Lythraceae undiff.",3912,"I"
"NA","Caucanthus-type edulis",3913,"L"
"Heteropteris leona","Heteropteris leona",3914,"C"
"Malpighiaceae undiff.","Malpighiaceae undiff.",3915,"C"
"NA","Hibiscus micranthus-type",3916,"N"
"Heterotis-type","Heterotis-type",3917,"I"
"Azadirachta indica","Azadirachta indica",3918,"A"
"Carapa-type","Carapa-type",3919,"A"
"Meliaceae undiff.","Meliaceae undiff.",3920,"A"
"NA","Melia-type",3921,"A"
"Meliaceae/Sapotaceae undiff.","Meliaceae/Sapotaceae undiff.",3922,"A"
"NA","Chasmanthera-type",3923,"L"
"NA","Cocculus hirsutus-type",3924,"L"
"Penianthus","Penianthus",3925,"A"
"Tinospora bakis-type","Tinospora bakis-type",3926,"L"
"NA","Acacia ehrenbergiana-type",3927,"A"
"NA","Acacia etbaica-type",3928,"A"
"NA","Acacia gummifera-type",3929,"A"
"NA","Acacia mellifera-type",3930,"A"
"NA","Acacia nilotica-type",3931,"A"
"NA","Acacia polyacantha-type",3932,"A"
"NA","Acacia seyal-type",3933,"A"
